player_name,team,position,position_raw,age,club_name,birth_year,matches_played,starts,total_minutes_tournament,nineties,total_goals_tournament,total_assists_tournament,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards_tournament,red_cards_tournament,goals_per90,assists_per90
Omar Marmoush,Egypt,Forward,FWMF,27,1.eng Manchester City,1999,5,3,326,3.6,0,0,0,0,0,0,0,0,0.0,0.0
Marquinhos,Brazil,Defender,DF,32,1.fr PSG,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0
Gabriel Martinelli,Brazil,Midfielder,MF,24,1.eng Arsenal,2001,4,1,143,1.6,1,0,1,1,0,0,0,0,0.63,0.0
Guillermo Martínez Ayala,Mexico,Forward,FW,31,1.mx UNAM,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Cristian Martínez,Panama,Midfielder,MFFW,29,1.il Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Emiliano Martínez,Argentina,Goalkeeper,GK,33,1.eng Aston Villa,1992,8,8,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0
Lautaro Martínez,Argentina,Forward,FW,28,1.it Inter,1997,7,4,310,3.4,3,1,4,2,1,1,1,0,0.87,0.29
Lisandro Martínez,Argentina,Defender,DF,28,1.eng Manchester Utd,1998,7,7,624,6.9,1,1,2,1,0,0,2,0,0.14,0.14
Thapelo Maseko,South Africa,Midfielder,MFFW,22,1.cy AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0.0
Hazem Mastouri,Tunisia,Forward,FW,28,1.ru D. Makhachkala,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0
Arthur Masuaku,Congo DR,Defender,DF,32,1.fr Lens,1993,4,4,315,3.5,0,1,1,0,0,0,0,0,0.0,0.29
Igor Matanović,Croatia,Forward,FW,23,1.de Freiburg,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Pape Matar Sarr,Senegal,Midfielder,MF,23,1.eng Tottenham,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Jean-Philippe Mateta,France,Forward,FW,28,1.eng Crystal Palace,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Mauricio,Paraguay,Midfielder,MF,25,1.br Palmeiras,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0.0
Fiston Mayele,Congo DR,Forward,FW,31,1.eg Pyramids FC,1994,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.0
Ibrahim Maza,Algeria,Midfielder,MFFW,20,1.de Leverkusen,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0
Noussair Mazraoui,Morocco,Defender,DF,28,1.eng Manchester Utd,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Kylian Mbappé,France,Forward,FW,27,1.es Real Madrid,1998,8,8,695,7.7,10,4,14,9,1,2,1,0,1.29,0.52
Thalente Mbatha,South Africa,Midfielder,MF,26,1.za Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0
Ibrahim Mbaye,Senegal,Midfielder,MF,18,1.fr PSG,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0
Chancel Mbemba,Congo DR,Defender,DF,31,1.fr Lille,1994,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25
Mbekezeli Mbokazi,South Africa,Defender,DF,20,1.us Chicago Fire,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Nathanaël Mbuku,Congo DR,Midfielder,MFFW,24,2.fr Montpellier,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0
Callum McCowatt,New Zealand,Midfielder,MF,27,1.dk Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0
John McGinn,Scotland,Midfielder,MF,31,1.eng Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0.0
Scott McKenna,Scotland,Defender,DF,29,1.hr Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Weston McKennie,USA,Midfielder,MF,27,1.it Juventus,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0
Mark McKenzie,USA,Defender,DF,27,1.fr Toulouse,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Kenny McLean,Scotland,Midfielder,MF,34,2.eng Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0
Scott McTominay,Scotland,Midfielder,MF,29,1.it Napoli,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Brandon Mechele,Belgium,Defender,DF,33,1.be Club Brugge,1993,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0
Facundo Medina,Argentina,Defender,DF,27,1.fr Marseille,1999,5,3,308,3.4,0,1,1,0,0,0,1,0,0.0,0.29
Yaimar Medina,Ecuador,Defender,DFMF,21,1.be Genk,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Hannibal Mejbri,Tunisia,Midfielder,MF,23,1.eng Burnley,2003,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67
Amar Memić,Bosnia–Herz,Midfielder,MF,25,1.cz Viktoria Plzeň,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0
Memphis,Netherlands,Forward,FWMF,32,1.br Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.0,1.67
Sultan Mendash,Saudi Arabia,Midfielder,MF,31,1.sa Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Mendes,Qatar,Defender,DF,35,1.qa Al-Wakrah,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Nuno Mendes,Portugal,Defender,DF,23,1.fr PSG,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0.0
Ryan Mendes,Cabo Verde,Forward,FWMF,36,2.tr 76 Iğdır Belediyespor,1990,4,4,330,3.7,0,1,1,0,0,0,0,0,0.0,0.27
Édouard Mendy,Senegal,Goalkeeper,GK,34,1.sa Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Gideon Mensah,Ghana,Defender,DF,27,1.fr Auxerre,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Mikel Merino,Spain,Midfielder,MF,29,1.eng Arsenal,1996,8,1,199,2.2,2,0,2,2,0,0,0,0,0.9,0.0
Lionel Messi,Argentina,Forward,FW,38,1.us Inter Miami,1987,8,7,740,8.2,8,4,12,8,0,2,0,0,0.97,0.49
Connor Metcalfe,Australia,Midfielder,MF,26,1.de St Pauli,1999,4,3,315,3.5,1,0,1,1,0,0,0,0,0.29,0.0
Thomas Meunier,Belgium,Defender,DF,34,1.fr Lille,1991,3,2,190,2.1,0,1,1,0,0,0,0,0,0.0,0.47
Liam Millar,Canada,Midfielder,MF,26,2.eng Hull City,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0
Kim Min-jae,Korea Republic,Defender,DF,29,1.de Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Yerry Mina,Colombia,Defender,DF,31,1.it Cagliari,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Alan Minda,Ecuador,Midfielder,MF,23,1.br Atlético Mineiro,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Aubrey Modiba,South Africa,Defender,DF,30,1.za Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0
Luka Modrić,Croatia,Midfielder,MF,40,1.it Milan,1985,4,4,317,3.5,0,1,1,0,0,0,1,0,0.0,0.28
Relebohile Mofokeng,South Africa,Midfielder,MF,21,1.za Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Shahriar Moghanlou,IR Iran,Forward,FW,31,1.ae Al-Ittihad Kalba,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Milad Mohammadi,IR Iran,Defender,DF,32,1.ir Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0
Mohammad Mohebi,IR Iran,Midfielder,MF,27,1.ru Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0
Johan Mojica,Colombia,Defender,DF,33,1.es Mallorca,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0
Teboho Mokoena,South Africa,Midfielder,MF,29,1.za Sundowns,1997,3,3,270,3.0,1,0,1,0,1,1,2,0,0.33,0.0
Nahuel Molina,Argentina,Defender,DF,28,1.es Atlético Madrid,1998,7,5,528,5.9,0,0,0,0,0,0,0,0,0.0,0.0
Jamiro Monteiro,Cabo Verde,Midfielder,MF,32,1.nl Zwolle,1993,4,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0
César Montes,Mexico,Defender,DF,29,1.ru Loko Moscow,1997,4,4,314,3.5,0,0,0,0,0,0,0,1,0.0,0.0
Gonzalo Montiel,Argentina,Defender,DF,29,1.ar River Plate,1997,6,2,192,2.1,0,1,1,0,0,0,1,0,0.0,0.47
Kim Moon-hwan,Korea Republic,Midfielder,MF,30,1.kr Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Gilberto Mora,Mexico,Midfielder,MF,17,1.mx Tijuana,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Diego Moreira,Belgium,Midfielder,MF,21,1.fr Strasbourg,2004,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Steven Moreira,Cabo Verde,Defender,DF,31,1.us Columbus Crew,1994,4,3,301,3.3,0,0,0,0,0,0,0,0,0.0,0.0
Tshepang Moremi,South Africa,Midfielder,MF,25,1.za Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0.0,2.65
Orlando Mosquera,Panama,Goalkeeper,GK,31,1.sa Al-Fayha,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Samir El Mourabet,Morocco,Midfielder,MF,20,1.fr Strasbourg,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Samuel Moutoussamy,Congo DR,Midfielder,MF,29,1.gr Atromitos,1996,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0
Akmal Mozgovoy,Uzbekistan,Midfielder,MF,27,1.uz Pakhtakor Tashkent FK,1999,3,2,216,2.4,0,1,1,0,0,0,0,0,0.0,0.42
Lionel Mpasi,Congo DR,Goalkeeper,GK,31,1.fr Le Havre,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Khuliso Mudau,South Africa,Defender,DF,31,1.za Sundowns,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Tarik Muharemovic,Bosnia–Herz,Defender,DF,23,1.it Sassuolo,2003,3,3,259,2.9,0,0,0,0,0,0,0,1,0.0,0.0
Miro Muheim,Switzerland,Defender,DFMF,28,1.de Hamburger SV,1998,3,0,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Ngal'Ayel Mukau,Congo DR,Midfielder,MF,21,1.fr Lille,2004,4,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0
Mert Müldür,Türkiye,Defender,DF,27,1.tr Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Daniel Muñoz,Colombia,Defender,DF,30,1.eng Crystal Palace,1996,5,4,394,4.4,2,0,2,2,0,0,0,0,0.46,0.0
Petar Musa,Croatia,Forward,FW,28,1.us FC Dallas,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0.0
Jamal Musiala,Germany,Midfielder,MF,23,1.de Bayern Munich,2003,4,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0
Fernando Muslera,Uruguay,Goalkeeper,GK,39,1.tr Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0
Phillipp Mwene,Austria,Defender,DF,32,1.de Mainz 05,1994,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0
David Møller Wolfe,Norway,Defender,DF,24,1.eng Wolves,2002,5,5,430,4.8,0,1,1,0,0,0,0,0,0.0,0.21
Yūto Nagatomo,Japan,Defender,DFMF,39,1.jp FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Keito Nakamura,Japan,Midfielder,MF,25,2.fr Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29
Abdallah Nasib,Jordan,Defender,DF,32,1.iq Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0
Sherzod Nasrullaev,Uzbekistan,Defender,DFMF,27,1.uz FC Nasaf,1998,3,3,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0
Duckens Nazon,Haiti,Forward,FWMF,32,1.ir Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0
Iliman Ndiaye,Senegal,Forward,FW,26,1.eng Everton,2000,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58
Dan Ndoye,Switzerland,Midfielder,MFFW,25,1.eng Nottingham,2000,6,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0.0
Jayden Nelson,Canada,Forward,FWMF,23,1.us Austin FC,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ali Nemati,IR Iran,Defender,DF,30,1.ir Foolad,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Abduvohid Nematov,Uzbekistan,Goalkeeper,GK,25,1.uz FC Nasaf,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Pedro Neto,Portugal,Midfielder,MF,26,1.eng Chelsea,2000,5,5,350,3.9,0,1,1,0,0,0,0,0,0.0,0.26
Manuel Neuer,Germany,Goalkeeper,GK,40,1.de Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0
João Neves,Portugal,Midfielder,MF,21,1.fr PSG,2004,5,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0
Rúben Neves,Portugal,Midfielder,MF,29,1.sa Al-Hilal,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Neymar,Brazil,Forward,FWMF,34,1.br Santos,1992,2,0,39,0.4,1,0,1,0,1,1,1,0,2.31,0.0
Nathan Ngoy,Belgium,Defender,DF,23,1.fr Lille,2003,4,4,335,3.7,0,0,0,0,0,0,0,1,0.0,0.0
Moussa Niakhaté,Senegal,Defender,DF,30,1.fr Lyon,1996,4,4,390,4.3,0,1,1,0,0,0,0,0,0.0,0.23
Gustaf Nilsson,Sweden,Forward,FW,29,1.be Club Brugge,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Felix Nmecha,Germany,Midfielder,MF,25,1.de Dortmund,2000,4,4,270,3.0,1,1,2,1,0,0,0,0,0.33,0.33
Kristoffer Nordfeldt,Sweden,Goalkeeper,GK,36,1.se AIK Stockholm,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Tyrese Noslin,Curaçao,Midfielder,MF,23,1.nl Telstar,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Ernest Nuamah,Ghana,Midfielder,MF,22,1.fr Lyon,2003,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,1.01
Matheus Nunes,Portugal,Defender,DFMF,27,1.eng Manchester City,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Darwin Núñez,Uruguay,Forward,FW,26,1.sa Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Antonio Nusa,Norway,Forward,FW,21,1.de RB Leipzig,2005,6,4,318,3.5,1,0,1,1,0,0,1,0,0.28,0.0
Benjamin Nygren,Sweden,Midfielder,MF,24,1.sct Celtic,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Ørjan Nyland,Norway,Goalkeeper,GK,35,1.es Sevilla,1990,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Aiden O'Neill,Australia,Midfielder,MF,27,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Nico O'Reilly,England,Defender,DF,21,1.eng Manchester City,2005,7,5,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0
Salim Obaid,Jordan,Defender,DF,34,1.jo Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Armando Obispo,Curaçao,Defender,DF,27,1.nl PSV,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Guillermo Ochoa,Mexico,Goalkeeper,GK,40,1.cy AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Kōki Ogawa,Japan,Forward,FW,28,1.nl NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14
Braian Ojeda,Paraguay,Midfielder,MF,25,1.us Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Noah Okafor,Switzerland,Forward,FWMF,26,1.eng Leeds United,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Ime Okon,South Africa,Defender,DF,22,2.de Hannover 96,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Paul Okon-Engstler,Australia,Midfielder,MF,21,1.au Sydney FC,2005,4,2,197,2.2,0,1,1,0,0,0,0,0,0.0,0.46
Ben Old,New Zealand,Midfielder,MF,23,2.fr Saint-Étienne,2002,3,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Michael Olise,France,Midfielder,MF,24,1.de Bayern Munich,2001,8,8,646,7.2,0,7,7,0,0,0,1,0,0.0,0.98
Mathías Olivera,Uruguay,Defender,DF,28,1.it Napoli,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Dani Olmo,Spain,Midfielder,MF,28,1.es Barcelona,1998,8,6,491,5.5,0,2,2,0,0,0,0,0,0.0,0.37
Tani Oluwaseyi,Canada,Forward,FW,26,1.es Villarreal,2000,5,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0
Ali Olwan,Jordan,Midfielder,MF,26,1.qa Al-Sailiya SC,2000,3,3,268,3.0,1,0,1,1,0,0,0,0,0.34,0.0
Amadou Onana,Belgium,Midfielder,MF,24,1.eng Aston Villa,2001,4,2,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Christopher Opéri,Côte d'Ivoire,Defender,DF,29,1.tr Başakşehir,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Jerome Opoku,Ghana,Defender,DF,27,1.tr Başakşehir,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Joel Ordóñez,Ecuador,Defender,DF,22,1.be Club Brugge,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0
Jonathan Osorio,Canada,Midfielder,MF,34,1.us Toronto FC,1992,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Nicolás Otamendi,Argentina,Defender,DF,38,1.pt Benfica,1988,7,1,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Zakaria El Ouahdi,Morocco,Defender,DFMF,24,1.be Genk,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Ayoub Al-Oui,Qatar,Defender,DF,21,1.qa Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Azzedine Ounahi,Morocco,Midfielder,MF,26,1.es Girona,2000,6,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0.0
Mohammed Al-Owais,Saudi Arabia,Goalkeeper,GK,34,1.sa Al-Ula,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Elisha Owusu,Ghana,Midfielder,MF,28,1.fr Auxerre,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Mikel Oyarzabal,Spain,Forward,FW,29,1.es Real Sociedad,1997,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15
Salih Özcan,Türkiye,Midfielder,MF,28,1.de Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Willian Pacho,Ecuador,Defender,DF,24,1.fr PSG,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Kendry Páez,Ecuador,Midfielder,MF,19,1.ar River Plate,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0
Exequiel Palacios,Argentina,Defender,DF,27,1.de Leverkusen,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Paquetá,Brazil,Midfielder,MF,28,1.br Flamengo,1997,4,4,233,2.6,0,1,1,0,0,0,0,0,0.0,0.39
Leandro Paredes,Argentina,Midfielder,MF,31,1.ar Boca Juniors,1994,7,4,473,5.3,0,0,0,0,0,0,2,0,0.0,0.0
Thomas Partey,Ghana,Midfielder,MF,33,1.es Villarreal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Marco Pašalić,Croatia,Midfielder,MF,25,1.us Orlando City,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Mario Pašalić,Croatia,Midfielder,MF,31,1.it Atalanta,1995,4,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Patterson,Scotland,Defender,DF,24,1.eng Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0
João Paulo Fernandes,Cabo Verde,Defender,DF,28,1.ro FCSB,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Aleksandar Pavlovic,Germany,Midfielder,MF,22,1.de Bayern Munich,2004,4,4,272,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Tim Payne,New Zealand,Defender,DF,32,1.au Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0.0,0.4
Nicolás Paz,Argentina,Midfielder,MF,21,1.it Como,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Marcus Pedersen,Norway,Defender,DF,25,1.it Torino,2000,4,1,236,2.6,1,0,1,1,0,0,0,0,0.38,0.0
Pedri,Spain,Midfielder,MF,23,1.es Barcelona,2002,8,5,499,5.5,0,0,0,0,0,0,1,0,0.0,0.0
Nicolas Pépé,Côte d'Ivoire,Forward,FW,31,1.es Villarreal,1995,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38
Ricardo Pepi,USA,Forward,FW,23,1.nl PSV,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0
Kojo Peprah Oppong,Ghana,Defender,DF,22,1.fr Nice,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0
Ivan Perišić,Croatia,Midfielder,MFDF,37,1.nl PSV,1989,4,4,360,4.0,1,1,2,1,0,0,2,0,0.25,0.25
Jens Petter Hauge,Norway,Defender,DFFW,26,1.no Bodø/Glimt,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Charles Pickel,Congo DR,Defender,DFMF,29,1.es Espanyol,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0
Jordan Pickford,England,Goalkeeper,GK,32,1.eng Everton,1994,7,7,660,7.3,0,0,0,0,0,0,0,0,0.0,0.0
Pico,Cabo Verde,Defender,DF,33,1.ie Shamrock,1992,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0
Frantzdy Pierrot,Haiti,Forward,FW,31,1.tr Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0
Kevin Pina,Cabo Verde,Midfielder,MF,29,1.ru Krasnodar,1997,4,4,349,3.9,1,0,1,1,0,0,1,0,0.26,0.0
Wagner Pina,Cabo Verde,Defender,DF,23,1.tr Trabzonspor,2002,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Orbelín Pineda,Mexico,Forward,FWMF,30,1.gr AEK Athens,1996,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Yéremy Pino,Spain,Forward,FWMF,23,1.eng Crystal Palace,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Isidro Pitta,Paraguay,Forward,FW,26,1.br RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Johny Placide,Haiti,Goalkeeper,GK,38,2.fr Bastia,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Gonzalo Plata,Ecuador,Forward,FW,25,1.br Flamengo,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0
Marin Pongračić,Croatia,Defender,DF,28,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Jackson Porozo,Ecuador,Defender,DF,25,1.mx Tijuana,2000,1,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0
Pedro Porro,Spain,Defender,DF,26,1.eng Tottenham,1999,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0.0
Stefan Posch,Austria,Defender,DF,29,1.de Mainz 05,1997,4,4,331,3.7,0,0,0,0,0,0,2,0,0.0,0.0
Alexander Prass,Austria,Defender,DFMF,25,1.de Hoffenheim,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Ángelo Preciado,Ecuador,Defender,DFMF,28,1.br Atlético Mineiro,1998,4,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Ruben Providence,Haiti,Midfielder,MF,24,2.nl Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Lukáš Provod,Czechia,Forward,FW,29,1.cz Slavia Prague,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Marc Pubill,Spain,Defender,DF,22,1.es Atlético Madrid,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Gustavo Puerta,Colombia,Midfielder,MF,22,2.es Racing Sant,2003,5,5,469,5.2,0,1,1,0,0,0,1,0,0.0,0.19
Christian Pulisic,USA,Midfielder,MF,27,1.it Milan,1998,4,3,223,2.5,0,1,1,0,0,0,0,0,0.0,0.4
Ahmed Qasem,Iraq,Midfielder,MFFW,22,1.us Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Jarell Quansah,England,Defender,DF,23,1.de Leverkusen,2003,3,3,197,2.2,0,0,0,0,0,0,1,1,0.0,0.0
Julián Quiñones,Mexico,Forward,FWMF,29,1.sa Al-Qadsiah,1997,5,5,410,4.6,4,1,5,4,0,0,0,0,0.88,0.22
Alberto Quintero,Panama,Forward,FWMF,38,1.pa Plaza Amador,1987,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Juan Quintero,Colombia,Forward,FWMF,33,1.ar River Plate,1993,4,0,121,1.3,0,1,1,0,0,0,0,0,0.0,0.74
Ramy Rabia,Egypt,Defender,DF,33,1.ae Al Ain,1993,5,3,372,4.1,0,0,0,0,0,0,0,0,0.0,0.0
Adrien Rabiot,France,Midfielder,MF,31,1.it Milan,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.15
Stjepan Radeljić,Bosnia–Herz,Defender,DF,28,1.hr Rijeka,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0
Soufiane Rahimi,Morocco,Forward,FW,30,1.ae Al Ain,1996,6,0,163,1.8,2,1,3,2,0,0,0,0,1.1,0.55
